Name,Diameter,Lat,Lon,LonE
Hypatia F,8240,-4.14,21.47,21.47
Macrobius Q,8240,20.4,47.63,47.63
Nearch F,8240,-63.1,38.12,38.12
Baco G,8230,-54.47,17.16,17.16
Campanus G,8220,-28.66,-31.36,328.64
Lagrange X,8220,-28.72,-69.31,290.69
Neander Y,8210,-34.6,38.17,38.17
Ritchey M,8200,-12.39,9.47,9.47
Boguslawsky A,8190,-74.41,43.57,43.57
Cavalerius C,8190,5.84,-69.32,290.68
Cysatus B,8190,-65.7,-1.83,358.17
De Vico G,8190,-18.98,-58.93,301.07
Picard M,8190,10.21,53.95,53.95
Pitiscus L,8190,-51.27,33.59,33.59
Scheiner Y,8190,-59.13,-25.39,334.61
Taizo,8190,24.7,2.2,2.2
Mercator A,8180,-30.64,-27.83,332.17
Polybius E,8180,-24.44,26.18,26.18
Repsold A,8180,51.84,-76.98,283.02
Berosus K,8170,32.19,70.89,70.89
Sasserides B,8170,-39.52,-11.23,348.77
Laplace A,8160,43.74,-26.93,333.07
Plato P,8160,51.53,-15.21,344.79
Ptolemaeus K,8160,-8.23,-4.68,355.32
Scheiner H,8160,-56.35,-27.46,332.54
Auzout U,8150,9.39,61.05,61.05
Capuanus K,8150,-37.91,-26.56,333.44
Stevinus K,8150,-34.26,55.27,55.27
Wilhelm L,8150,-40.48,-22.13,337.87
Sasserides E,8140,-38.96,-7.72,352.28
Scheiner Q,8140,-58.79,-28.9,331.1
Snellius D,8130,-28.71,51.46,51.46
Walther P,8130,-35.4,0.18,0.18
Clavius T,8120,-60.68,-15.22,344.78
Fraunhofer T,8120,-37.89,55.64,55.64
Schickard W,8120,-45.12,-58.19,301.81
Vaisala,8120,25.9,-47.9,312.1
Zagut F,8120,-30.32,17.51,17.51
Cauchy A,8110,12.07,37.86,37.86
Elger A,8110,-37.37,-31.24,328.76
Hagecius L,8110,-61.7,55.93,55.93
Pentland P,8110,-67.85,14.35,14.35
Pitiscus T,8110,-47.09,27.93,27.93
South E,8110,56.7,-53,307
Street K,8110,-47.56,-13.18,346.82
Licetus A,8100,-47.85,3.2,3.2
Boguslawsky M,8090,-70.45,34.84,34.84
Bowen,8090,17.63,9.1,9.1
Lacroix B,8090,-37.06,-60.56,299.44
McClure B,8090,-15.49,49.33,49.33
Albategnius M,8070,-8.92,4.16,4.16
De Vico H,8070,-19.9,-59.3,300.7
Anaximander R,8050,66.32,-55.21,304.79
Stiborius L,8050,-34.96,33.35,33.35
Gaudibert C,8040,-11.57,37.8,37.8
Gemma Frisius U,8040,-34.61,16.76,16.76
Stiborius F,8040,-35.8,32.39,32.39
Condorcet E,8030,11.35,68.16,68.16
Louville B,8030,44.06,-46.52,313.48
Oken M,8030,-41.8,75.48,75.48
Theophrastus,8030,17.46,39.06,39.06
Ulugh Beigh M,8030,35.7,-83.46,276.54
Aristillus B,8020,34.8,-1.93,358.07
Brenner C,8010,-36.56,41.99,41.99
Mee L,8010,-44,-41.55,318.45
Zagut H,8010,-30.02,20.76,20.76
Bouguer B,8000,53.36,-33.07,326.93
Agatharchides L,7990,-21.12,-26.79,333.21
Biot E,7990,-24.77,50.87,50.87
Brayley C,7990,21.39,-39.46,320.54
Sasserides K,7990,-38.97,-7.39,352.61
Balmer Q,7980,-18.69,70.5,70.5
Bayer T,7980,-49.25,-30.32,329.68
Webb X,7980,3.22,58.25,58.25
Vendelinus H,7980,-15.3,61.5,61.5
Gemma Frisius T,7970,-34.92,16.41,16.41
Grimaldi N,7970,-7.56,-66.71,293.29
Polybius H,7970,-21.2,22.69,22.69
Artsimovich,7960,27.61,-36.63,323.37
Biela H,7960,-58.02,54.4,54.4
Capella D,7960,-6.79,37.53,37.53
Hercules D,7960,44.79,39.73,39.73
Maurolycus C,7960,-38.71,10.76,10.76
Zagut N,7960,-31.21,23.45,23.45
Airy N,7950,-17.85,8.18,8.18
Bouvard R,7950,-35.52,-84.36,275.64
Plato G,7950,52.14,-6.28,353.72
Ariadaeus A,7940,4.64,17.49,17.49
Cruger G,7940,-17.89,-68.07,291.93
Hainzel S,7940,-41.11,-37.68,322.32
Aliacensis C,7930,-32.7,5.42,5.42
Carpenter Y,7930,71.86,-63.02,296.98
Isidorus C,7930,-4.8,31.65,31.65
Nearch J,7930,-57.41,37.55,37.55
Schiller E,7930,-54.59,-48.8,311.2
Licetus N,7920,-45.57,2.21,2.21
Plato M,7920,53.11,-15.5,344.5
Rosenberger T,7920,-56.71,43.22,43.22
Wolff B,7920,16.03,-8.74,351.26
Donati A,7910,-19.7,4.49,4.49
Neander X,7910,-33.05,37.76,37.76
Rosenberger L,7910,-52.69,44.67,44.67
Alphonsus J,7900,-15.14,-2.51,357.49
Bettinus E,7900,-63.21,-42.38,317.62
Cardanus K,7900,14.12,-77.04,282.96
Heinsius J,7900,-39.32,-20.45,339.55
Picard P,7900,8.82,53.62,53.62
Piccolomini X,7890,-27.03,31.5,31.5
Scheiner R,7880,-57.99,-24.27,335.73
La Condamine Q,7870,52.69,-24,336
Palisa C,7870,-7.73,-6.47,353.53
Purbach K,7870,-25.2,-4.57,355.43
Regiomontanus J,7870,-29.43,-1.93,358.07
Schiller R,7870,-52.25,-45.87,314.13
Yangel',7870,16.96,4.69,4.69
Hercules J,7860,44.12,36.44,36.44
Markov F,7860,50.1,-62.04,297.96
Cassini M,7850,41.38,3.75,3.75
Cavalerius W,7850,6.94,-67.4,292.6
Harpalus H,7850,53.8,-53.34,306.66
Wurzelbauer O,7850,-35.91,-14.66,345.34
Gruemberger E,7840,-63.82,-7.32,352.68
Hagecius P,7840,-59.91,53.33,53.33
Cichus F,7830,-35.68,-22.52,337.48
Firmicus H,7830,7.44,60.2,60.2
Plato Q,7830,54.61,-4.85,355.15
Street L,7830,-50.74,-13.61,346.39
Weiss D,7830,-30.7,-20.42,339.58
Auzout V,7820,9.34,61.31,61.31
de Gasparis F,7820,-26.25,-49.44,310.56
La Caille A,7820,-22.87,0.4,0.4
Lick E,7820,10.62,50.65,50.65
Piazzi Smyth V,7820,40.92,-4.78,355.22
Piccolomini H,7820,-27.92,27.68,27.68
Fourier R,7810,-34.25,-51.38,308.62
Lilius H,7810,-50.55,0.75,0.75
Mee M,7810,-45.91,-29.25,330.75
Plato O,7810,52.31,-15.43,344.57
Wrottesley B,7810,-24.97,56.87,56.87
Santbech Y,7800,-25.32,42.94,42.94
Weigel F,7800,-57.5,-41.2,318.8
Gassendi F,7790,-15.03,-45.02,314.98
Messier D,7790,-3.59,46.32,46.32
Schickard X,7780,-43.55,-51.26,308.74
Bettinus H,7770,-64.62,-43.82,316.18
Donati C,7770,-19.97,3.41,3.41
La Condamine K,7770,51.92,-25.64,334.36
Nicolai J,7770,-40.65,22.04,22.04
Santbech X,7770,-25.18,42.46,42.46
Vieta D,7770,-27.84,-54.3,305.7
Aliacensis G,7760,-33.39,4.7,4.7
Cyrillus G,7760,-15.66,26.63,26.63
Hevelius D,7760,3.05,-60.91,299.09
Littrow D,7760,23.7,32.81,32.81
Kinau B,7750,-61.66,19.18,19.18
Webb W,7750,3.02,58.12,58.12
Wolf H,7750,-23.01,-14.73,345.27
Aristarchus Z,7740,25.49,-48.49,311.51
Brenner J,7740,-37.71,36.55,36.55
Meton W,7740,67.46,17.49,17.49
Beaumont G,7730,-20.37,27.14,27.14
Hipparchus U,7730,-6.77,3.55,3.55
Klaproth D,7730,-70.35,-20.73,339.27
Proctor E,7730,-45.42,-5.16,354.84
Fernelius D,7720,-38.28,6.16,6.16
Mercator B,7720,-29.16,-25.2,334.8
Mercator C,7720,-29.15,-27.04,332.96
Mitchell E,7720,47.7,21.73,21.73
Mouchez B,7720,78.35,-23.05,336.95
Plato J,7720,49.05,-4.58,355.42
Arzachel B,7710,-17.06,-2.98,357.02
Harpalus B,7710,56.24,-43.77,316.23
Maurolycus K,7710,-39.99,12.66,12.66
Curtius L,7700,-68.35,9.47,9.47
Dove Z,7700,-44.53,29.19,29.19
Eudoxus B,7700,45.66,17.35,17.35
Piazzi H,7700,-40.19,-65.76,294.24
South C,7700,55.81,-49.57,310.43
Walther G,7700,-32.59,-4.02,355.98
Wilhelm Z,7700,-44.83,-20.34,339.66
Bayer R,7690,-52.42,-35.61,324.39
Hyginus A,7690,6.32,5.66,5.66
Purbach S,7690,-27.26,-2.29,357.71
Auzout R,7680,8.7,60.04,60.04
Lalande B,7680,-3.13,-9.02,350.98
Reiner H,7680,9.1,-54.76,305.24
Stevinus S,7680,-30.69,51.07,51.07
Barocius EC,7670,-48.22,22.49,22.49
Heis D,7670,31.66,-31.11,328.89
Archimedes C,7660,31.63,-1.53,358.47
Gartner D,7660,58.51,33.96,33.96
Lohrmann N,7660,-0.6,-70.19,289.81
Maginus X,7660,-51.39,-7.76,352.24
Clavius R,7650,-53.25,-15.42,344.58
Pons L,7650,-27.52,20.87,20.87
Lilius U,7640,-53.6,7.58,7.58
T. Mayer D,7640,12.23,-26.8,333.2
Hedin R,7630,5.24,-76.09,283.91
Walther T,7630,-33.48,1.74,1.74
Hippalus A,7620,-23.82,-32.85,327.15
Cardanus G,7610,11.51,-75.04,284.96
Goldschmidt C,7610,71.17,-6.1,353.9
Maury D,7610,38.27,37.78,37.78
Breislak E,7600,-47.87,19.08,19.08
Hevelius L,7600,2.04,-70.48,289.52
Lamarck B,7600,-22.85,-69.8,290.2
Mee X,7600,-41.55,-36.04,323.96
Brenner D,7590,-36.29,38.65,38.65
Jacobi H,7590,-58.65,10.55,10.55
Tycho H,7590,-45.29,-15.92,344.08
Ulugh Beigh B,7590,32.79,-79.3,280.7
Auwers A,7580,13.77,18.31,18.31
Cleomedes S,7580,29.46,58.95,58.95
Pontecoulant H,7580,-58.78,66.17,66.17
Schiaparelli A,7580,22.97,-62.1,297.9
Taylor D,7580,-5.34,15.69,15.69
Clausius A,7570,-36.32,-43.91,316.09
Ansgarius M,7560,-11.25,78.79,78.79
Burckhardt G,7560,32.04,57.49,57.49
Dubyago G,7560,1.84,68.95,68.95
Lagrange J,7560,-34.04,-68.98,291.02
Phillips H,7560,-25.25,71.31,71.31
Piccolomini K,7560,-25.72,29.71,29.71
Young B,7560,-41,50.74,50.74
Copernicus B,7550,7.5,-22.39,337.61
Gould P,7550,-18.85,-16.65,343.35
Hall J,7550,35.47,36.9,36.9
Maginus J,7550,-50,-2.87,357.13
Wilkins B,7550,-29.55,18.92,18.92
Anaximander U,7540,64.14,-48.5,311.5
Cuvier G,7540,-50.84,7.47,7.47
Azophi J,7530,-21.29,13.17,13.17
Fontenelle S,7530,65.32,-26.85,333.15
Rabbi Levi Q,7530,-33.73,25.79,25.79
Harpalus E,7520,52.77,-50.98,309.02
Phillips C,7520,-26.51,71.16,71.16
Nearch M,7510,-58.61,35.15,35.15
Wilhelm V,7510,-43.93,-19.62,340.38
Auzout L,7500,8.34,61.3,61.3
Gruithuisen E,7500,37.39,-44.39,315.61
De Vico K,7490,-20.08,-58.43,301.57
Plato T,7490,54.58,-11.27,348.73
Doppelmayer W,7480,-33.59,-45.76,314.24
Phocylides D,7480,-53.2,-51.78,308.22
Fontenelle X,7470,60.57,-27.81,332.19
Arzachel D,7460,-20.19,-2.14,357.86
Kopff B,7460,-16.89,-86.35,273.65
Lexell F,7460,-36.56,-5.38,354.62
Lubbock C,7460,-4.89,39.88,39.88
Olbers H,7460,8.69,-74.55,285.45
Proclus Y,7460,17.42,44.9,44.9
Albategnius L,7450,-12.08,6.31,6.31
J. Herschel L,7450,61.01,-40.22,319.78
Letronne F,7450,-9.23,-46.13,313.87
Bayer G,7440,-51.74,-35.49,324.51
Picard L,7440,10.32,54.31,54.31
Santbech D,7440,-21.14,45.14,45.14
Suess B,7440,5.66,-47.39,312.61
Torricelli F,7430,-4.22,29.37,29.37
Cichus N,7420,-30.58,-21.74,338.26
J. Herschel B,7420,60.01,-39,321
Saunder A,7420,-4.01,12.26,12.26
Busching C,7410,-37.3,19.53,19.53
Draper C,7410,17.07,-21.51,338.49
Maraldi A,7400,20.02,36.3,36.3
Schomberger J,7400,-78.98,19.31,19.31
Archytas U,7390,62.9,9.22,9.22
Brenner H,7390,-37.01,38.67,38.67
Dembowski B,7390,2.52,6.19,6.19
Democritus D,7390,62.95,31.23,31.23
Letronne K,7390,-14.37,-43.69,316.31
Mee V,7390,-45.53,-42.56,317.44
W. Bond C,7390,65.69,8.25,8.25
Wohler D,7390,-36.25,31.14,31.14
Hercules B,7380,47.87,36.7,36.7
Jansen H,7380,11.34,28.39,28.39
La Condamine E,7380,57.73,-32.09,327.91
Opelt E,7380,-17.04,-17.91,342.09
Sarabhai,7380,24.75,21,21
Vendelinus Z,7380,-17.2,62.41,62.41
Bouguer A,7370,52.61,-33.89,326.11
Breislak B,7370,-47.72,18.21,18.21
Deluc L,7370,-60.9,-6.4,353.6
Neison B,7370,67.32,25.81,25.81
Palisa D,7370,-8.68,-6.91,353.09
Street F,7370,-48.25,-16.72,343.28
Jacobi N,7360,-56.56,11.75,11.75
Jomo,7360,24.41,2.44,2.44
Kelvin A,7360,-27.49,-31.57,328.43
Lindenau E,7360,-31.68,26.49,26.49
Scheiner K,7360,-58.05,-26.08,333.92
Gassendi G,7350,-16.75,-44.67,315.33
Maurolycus H,7350,-38.3,10.39,10.39
Proctor A,7350,-47.05,-6.79,353.21
Rothmann A,7350,-29.46,27.59,27.59
Scheiner X,7350,-59.58,-24.86,335.14
Wurzelbauer W,7350,-32.76,-15.2,344.8
Egede G,7340,52,6.94,6.94
Lindenau F,7340,-32.5,26.36,26.36
Schwabe X,7340,68.33,56.6,56.6
Tralles C,7340,27.8,49.4,49.4
Vitello E,7340,-29.18,-35.82,324.18
Birmingham B,7330,63.52,-11.24,348.76
Euctemon K,7330,75.93,28.43,28.43
Glaisher F,7330,13.64,49.92,49.92
Licetus T,7330,-45.89,6.61,6.61
Rhaeticus M,7330,1.02,3.81,3.81
Rheita N,7320,-35.08,49.41,49.41
Taruntius B,7320,3.29,46.67,46.67
Clavius F,7310,-55.44,-22.08,337.92
Montes Recti B,7310,48.52,-18.28,341.72
Vieta L,7310,-29.5,-60.42,299.58
Vitello X,7310,-32.22,-40.68,319.32
Busching G,7300,-39.57,21.54,21.54
Maskelyne M,7300,7.8,27.88,27.88
Puiseux D,7300,-25.76,-36.23,323.77
Wurzelbauer L,7300,-34.87,-17.89,342.11
Fracastorius P,7290,-25.51,33.34,33.34
Heinsius H,7290,-37.51,-18.56,341.44
Hommel M,7290,-59.89,27.45,27.45
Pettit C,7290,-24.88,-89.07,270.93
Capella R,7280,-6.05,35.21,35.21
Parrot U,7280,-14.02,4.44,4.44
Xenophanes G,7280,56.94,-75.99,284.01
Egede B,7270,50.59,8.92,8.92
Billy A,7260,-14.34,-46.34,313.66
Piazzi K,7260,-37.41,-68.15,291.85
Abenezra D,7250,-21.76,9.65,9.65
Cichus H,7250,-32.81,-22.5,337.5
Janssen C,7240,-42.89,34.91,34.91
Romer C,7240,27.66,37.06,37.06
Heinsius L,7230,-41.25,-18.46,341.54
Lohrmann M,7230,-0.48,-69,291
Torricelli H,7230,-3.35,25.31,25.31
Baco M,7220,-49.27,17.95,17.95
Blanchinus B,7220,-25.23,1.55,1.55
Encke G,7220,4.79,-38.79,321.21
Lubbock P,7220,-2.93,39.53,39.53
Maurolycus N,7220,-41.08,14.02,14.02
Anaximander S,7210,68.35,-53.6,306.4
Archytas G,7210,55.73,0.53,0.53
Calippus B,7210,36.08,10.07,10.07
Hall K,7210,35.57,34.26,34.26
Licetus W,7210,-45.99,8.5,8.5
Oersted A,7210,43.35,47.18,47.18
Heinsius F,7200,-40.55,-19.73,340.27
Kane F,7200,59.66,23.24,23.24
Zollner K,7200,-6.53,20.82,20.82
Brenner Q,7190,-39.26,35.84,35.84
Catharina K,7190,-20.06,23.89,23.89
La Condamine J,7190,56.06,-19.45,340.55
Louville P,7190,45.6,-52.21,307.79
Babbage E,7180,58.47,-61.61,298.39
Byrgius R,7180,-26.5,-60.85,299.15
Cavalerius F,7180,8.11,-65.39,294.61
Doppelmayer C,7180,-30.33,-44.12,315.88
Lexell L,7180,-36.04,-6.12,353.88
Piccolomini T,7180,-28.54,29.07,29.07
Berzelius W,7170,38.14,53.1,53.1
Fontana W,7170,-17.25,-58.47,301.53
Gutenberg F,7170,-10.23,42.61,42.61
Kapteyn K,7170,-13.08,71.95,71.95
La Condamine G,7170,54.91,-28.18,331.82
Longomontanus R,7170,-52.45,-26.32,333.68
Reichenbach R,7170,-27,42.95,42.95
Tycho C,7170,-44.12,-13.46,346.54
Birt A,7160,-22.49,-8.24,351.76
Gambart J,7160,-0.7,-18.2,341.8
Hell V,7160,-32.83,-8.83,351.17
Lame W,7160,-13.09,65.9,65.9
Santbech L,7160,-21.37,39.46,39.46
Aitken N,7150,-17.63,172.74,172.74
Dubyago N,7150,1.46,66.96,66.96
Isidorus K,7150,-8.92,33.34,33.34
Mutus J,7150,-62.81,23.29,23.29
Plato F,7150,51.72,-17.4,342.6
Romeo,7150,7.53,122.68,122.68
Gassendi E,7140,-18.45,-43.63,316.37
Plato S,7140,53.86,-15.02,344.98
Proctor G,7140,-47.77,-4.9,355.1
Repsold V,7140,50.77,-75.41,284.59
Bellot B,7130,-13.55,47.72,47.72
Cleostratus P,7130,59.58,-73.2,286.8
Drebbel A,7130,-38.99,-51.07,308.93
Purbach N,7130,-26.3,-5.4,354.6
Clavius Y,7120,-58.02,-16.22,343.78
Fontana K,7120,-13.26,-57.45,302.55
Galilaei E,7120,13.91,-61.94,298.06
Jacobi U,7120,-55.1,13.17,13.17
Lalande D,7120,-6.2,-7.48,352.52
Reiner C,7120,3.5,-51.52,308.48
Letronne A,7110,-12.15,-39.1,320.9
Proclus W,7110,17.47,46.21,46.21
Purbach A,7110,-26.17,-1.94,358.06
Eichstadt D,7100,-23.43,-76.12,283.88
Philolaus F,7100,68.11,-18.36,341.64
Regiomontanus C,7100,-28.77,-5.24,354.76
Pythagoras S,7090,67.75,-65,295
Cleomedes L,7080,23.79,54.41,54.41
Drebbel M,7080,-41.29,-41.55,318.45
Pontanus T,7080,-29.24,16.53,16.53
Tycho P,7080,-45.44,-13.06,346.94
Cuvier K,7070,-52.28,10.02,10.02
Deluc P,7070,-58.94,-4.85,355.15
Horrebow G,7070,59.82,-41.84,318.16
Sharp D,7070,44.83,-42.17,317.83
Bianchini D,7060,47.55,-35.7,324.3
Heinsius N,7060,-37.35,-14.77,345.23
Orontius E,7060,-39.59,-4.82,355.18
Segner H,7060,-58.64,-48.61,311.39
Wilhelm Q,7060,-43.2,-18.44,341.56
Wilhelm R,7060,-41.37,-21.97,338.03
Wohler A,7060,-37.72,30.27,30.27
Bode C,7050,12.23,-4.77,355.23
Cook F,7050,-17.59,55.37,55.37
Lubiniezky D,7050,-16.52,-23.49,336.51
Oenopides T,7050,57.25,-68.81,291.19
Toscanelli,7050,27.96,-47.61,312.39
Wilhelm H,7050,-42.55,-23.81,336.19
C. Herschel C,7040,37.23,-32.62,327.38
Hercules K,7040,44.26,36.96,36.96
Janssen S,7040,-50.42,41.83,41.83
Plana D,7040,41.76,26.18,26.18
Poncelet H,7040,75.82,-55.7,304.3
Sirsalis K,7040,-10.39,-57.47,302.53
Clausius G,7030,-37.09,-41.01,318.99
Polybius R,7030,-25.63,27.31,27.31
La Condamine H,7020,53.17,-26.69,333.31
Lubiniezky F,7020,-18.34,-21.86,338.14
Alphonsus H,7010,-15.62,-0.53,359.47
Anaximander T,7010,67.3,-52.27,307.73
Fermat G,7010,-19.44,19.99,19.99
Galle B,7010,55.56,17.54,17.54
Proctor B,7010,-46.54,-6.73,353.27
Baco D,7000,-51.73,16.29,16.29
Biot C,7000,-22.11,51.14,51.14
Clausius H,7000,-37.87,-39.63,320.37
La Condamine O,7000,55.18,-25.65,334.35
Lame L,7000,-14.41,68.68,68.68
Gauricus N,6990,-32.44,-12.74,347.26
Glaisher L,6990,13.41,48.77,48.77
Guericke J,6990,-10.62,-13.43,346.57
Inghirami W,6990,-44.45,-67.5,292.5
Legendre P,6990,-27.31,69.28,69.28
Nonius F,6990,-35.93,3.74,3.74
Apianus M,6980,-24.78,10.29,10.29
Aristoteles M,6980,53.5,27.26,27.26
Democritus K,6980,63.15,40.81,40.81
Henry Freres R,6980,-21.52,-57.9,302.1
Lagalla T,6980,-47.39,-26.64,333.36
Lyell A,6980,14.32,39.6,39.6
Agatharchides B,6970,-21.52,-31.71,328.29
Capuanus F,6970,-36.97,-26.71,333.29
Heraclitus E,6970,-49.74,6.55,6.55
McDonald,6970,30.39,-20.88,339.12
T. Mayer G,6970,17.35,-27.17,332.83
Baily B,6960,51,35.18,35.18
Blancanus H,6960,-65.61,-23.59,336.41
Fra Mauro B,6960,-4.03,-21.7,338.3
Aristarchus B,6950,26.28,-46.85,313.15
Maurolycus G,6950,-44.51,11.51,11.51
Segner K,6950,-56.17,-54.46,305.54
Heraclitus C,6940,-48.89,6.22,6.22
Manilius C,6940,12.07,10.34,10.34
Mutus Q,6940,-62.3,30.37,30.37
Reaumur K,6940,-3.82,1.01,1.01
J. Herschel N,6930,60.15,-33.04,326.96
Marius L,6930,15.88,-55.7,304.3
Pictet C,6930,-42.74,-7.8,352.2
Rheita H,6930,-39.81,51.66,51.66
Sacrobosco M,6930,-25.3,16.27,16.27
Thebit E,6930,-23.12,-4.65,355.35
Cavalerius Y,6920,10.69,-69.91,290.09
Edith,6920,-25.77,102.33,102.33
Reimarus F,6920,-49.49,58.71,58.71
Dubyago Y,6910,4.24,68.19,68.19
Jansen L,6910,14.69,30.09,30.09
Arago B,6900,3.43,20.82,20.82
Blanchinus D,6900,-25.03,4.17,4.17
Buch D,6900,-39.68,16.48,16.48
Cruger H,6900,-18.01,-65.35,294.65
Oenopides Z,6900,58.96,-67.1,292.9
Censorinus B,6890,-2.02,31.44,31.44
de Gasparis E,6890,-26.43,-49.54,310.46
Hipparchus Q,6890,-8.5,2.87,2.87
Jacobi W,6890,-56.24,10.85,10.85
Lee S,6890,-30.83,-42.96,317.04
Louville D,6890,46.85,-52.14,307.86
Dubyago H,6880,2.33,69.19,69.19
Fermat E,6880,-19.95,19.87,19.87
MacMillan,6880,24.2,-7.85,352.15
Fracastorius X,6870,-23.06,31.02,31.02
Glaisher N,6870,13.09,47.58,47.58
La Condamine U,6870,54.54,-22.72,337.28
Lichtenberg A,6870,28.97,-60.11,299.89
Messier B,6870,-0.9,48.06,48.06
Noggerath S,6870,-44.45,-46.28,313.72
Heinrich,6860,24.84,-15.37,344.63
Turner F,6860,-1.64,-14.12,345.88
Lucian,6850,14.34,36.78,36.78
Luther H,6850,36.05,22.8,22.8
Noggerath A,6850,-47.91,-43.52,316.48
Rothmann J,6850,-29.39,25.73,25.73
Suess F,6850,1.16,-44.72,315.28
W. Bond D,6850,63.6,3.21,3.21
Hedin T,6840,4.24,-72.96,287.04
Parrot T,6840,-15.92,4.14,4.14
Poisson P,6840,-31.93,8.83,8.83
Reichenbach L,6840,-30.59,46.67,46.67
Torricelli B,6840,-2.63,29.17,29.17
Hayn T,6830,68.47,74.58,74.58
Walther K,6830,-34.09,-1.41,358.59
Pons K,6820,-27.37,22.73,22.73
Scheiner W,6820,-60.37,-37.66,322.34
Simpelius M,6820,-70.52,16.33,16.33
Webb E,6820,0.94,61.05,61.05
Kira,6810,-17.71,132.83,132.83
Santbech V,6810,-24.68,39.33,39.33
Albategnius A,6790,-9.34,3.03,3.03
Epigenes H,6790,69.53,-6.32,353.68
Gruithuisen R,6790,37.15,-45.33,314.67
Mosting B,6790,-2.73,-7.39,352.61
Rumker E,6790,38.64,-57.14,302.86
Tacitus N,6790,-16.95,19.43,19.43
Henry D,6780,-24.87,-59.21,300.79
Longomontanus H,6780,-52.02,-23.32,336.68
Taruntius P,6780,0.06,51.58,51.58
Tucker,6780,-5.62,88.21,88.21
Valier P,6780,4.79,173.5,173.5
Arnold M,6770,68.29,43.59,43.59
Scheiner S,6770,-58.39,-25.33,334.67
Bettinus F,6760,-62.97,-44.02,315.98
Brenner K,6760,-38.01,37.12,37.12
Cavalerius U,6760,10.08,-67.55,292.45
Censorinus A,6760,-0.43,32.99,32.99
Pontanus W,6760,-29.13,17.55,17.55
Calippus F,6750,40.58,10,10
Hind C,6750,-8.71,7.44,7.44
Clausius E,6740,-36.58,-45.73,314.27
Goldschmidt A,6740,72.5,-2.45,357.55
Isidorus H,6740,-3.95,32.63,32.63
Lippershey,6740,-25.96,-10.38,349.62
Blancanus V,6730,-64.34,-21.43,338.57
Breislak A,6730,-47.01,17.35,17.35
La Condamine F,6730,57.39,-31.09,328.91
Metius E,6730,-39.8,42.84,42.84
Orontius A,6730,-39.12,-2.6,357.4
Rabbi Levi H,6730,-36.48,20.18,20.18
Riccioli Y,6730,-3.04,-73.35,286.65
Cassini F,6720,40.92,7.28,7.28
Fontenelle K,6720,69.66,-15.77,344.23
Jansen D,6720,15.72,28.46,28.46
Julius Caesar B,6720,9.76,13.94,13.94
Apianus J,6710,-26.33,8.52,8.52
Busching J,6710,-39.55,22.21,22.21
Damoiseau J,6710,-4.07,-62.15,297.85
Faraday K,6710,-42.68,10.3,10.3
Kinau E,6710,-60.22,20.13,20.13
Stiborius M,6710,-35.46,32.69,32.69
Wargentin M,6710,-48.05,-59.09,300.91
Mosting D,6700,-0.37,-5.12,354.88
Aratus B,6690,24.18,5.43,5.43
Dunthorne C,6690,-29.42,-32.57,327.43
Gauricus E,6690,-32.58,-11.88,348.12
Kant H,6690,-9.16,20.82,20.82
Meton B,6690,71.39,18.17,18.17
Secchi G,6690,3.94,44.57,44.57
La Condamine L,6680,53.64,-26.85,333.15
Lagrange A,6680,-32.51,-69.3,290.7
Scheiner U,6680,-60.96,-36.31,323.69
Scheiner V,6680,-60.61,-37.02,322.98
Werner E,6680,-27.39,0.72,0.72
Wilhelm T,6680,-41.29,-21,339
Lavoisier K,6670,39.74,-74.43,285.57
Clerke,6660,21.68,29.8,29.8
Doppelmayer V,6660,-29.82,-45.71,314.29
Franklin G,6660,40.09,48.12,48.12
Loewy A,6660,-22.32,-32.54,327.46
C. Mayer F,6650,62.09,19.62,19.62
Deluc O,6650,-62.93,-4.53,355.47
Endymion K,6650,51.18,52.2,52.2
Fernelius C,6650,-38.94,4.37,4.37
Flamsteed D,6650,-3.19,-44.95,315.05
Fracastorius W,6650,-22.7,35.69,35.69
Gruithuisen S,6650,37.47,-45.68,314.32
Guericke D,6650,-11.99,-14.62,345.38
Kapteyn Z,6650,-11.21,72.56,72.56
Sheepshanks A,6650,60,18.96,18.96
Spallanzani A,6650,-46.32,25.62,25.62
Airy P,6640,-15.88,8.35,8.35
De Vico Y,6640,-20.36,-60.44,299.56
Fontana F,6640,-16.21,-59.95,300.05
Henry Freres H,6640,-22.31,-56.83,303.17
Neison D,6640,67.9,22.48,22.48
Sharp V,6640,46.23,-47.06,312.94
Stofler S,6640,-44.89,5.71,5.71
Herigonius E,6630,-13.82,-35.65,324.35
Plato E,6630,49.77,-16.19,343.81
Airy D,6610,-18.13,8.34,8.34
Carlini A,6610,35.36,-26.64,333.36
Eudoxus G,6610,45.41,18.78,18.78
Hell W,6610,-32.56,-8.67,351.33
Rabbi Levi J,6610,-37.65,22.68,22.68
Abulfeda O,6600,-15.47,11.16,11.16
Kant O,6600,-12.03,17.16,17.16
Poisson M,6600,-33.96,7.62,7.62
Fontenelle T,6590,66.38,-25.88,334.12
Zollner H,6590,-7.09,19.13,19.13
Curtius K,6580,-69.15,9.68,9.68
Ritter D,6580,3.65,18.74,18.74
Apianus H,6570,-28.15,8.64,8.64
Davy B,6570,-10.89,-8.94,351.06
Endymion Y,6570,55.78,57.97,57.97
Jansen E,6570,14.47,27.83,27.83
La Condamine R,6570,55.03,-21.33,338.67
La Perouse D,6570,-11.17,76.57,76.57
